119062,230188,1
151605,1047139,1
3029345,1161844,9
5902721,1161844,9
242093,5619393,1
7311231,5770798,1
7266781,5902119,5
7590631,5770798,1
7546181,5902119,5
7873206,5770798,1
7830342,5902119,5
8152606,5770798,1
8109743,5902119,5
8436768,5770798,1
8393906,5902119,5
291306,1809535,13
242092,1639966,9
242092,1176480,1
407193,5710546,1
343693,5909843,5
242092,3994101,25
3111500,1176480,1
3111500,1639966,9
3117850,1806444,13
3111500,3994101,25
6954043,1807990,1
7454106,2201952,1
6463505,2201952,1
5980905,2614457,1
7928768,2614457,1
6463505,3008420,1
7454106,3008420,1
6954043,3411652,1
6954043,2614457,1
5988842,1159642,1
5988842,1639966,9
5988842,3994101,25
