269,1,1
3128990,672699,1
3185296,947194,17
3128990,3440152,1
6083036,3440152,1
6083036,672699,1
174945,3440152,1
174945,672699,1
3128990,672699,17
3128990,3440153,17
174945,672699,17
6083036,672699,17
174945,3440152,17
6083036,3440152,17
6139341,947194,17
6139341,3717925,17
231250,947194,17
231250,3717925,17
3185296,3717925,17
5526473,402339,17
258763,4542702,17
258763,5013325,17
174945,237215,1
174945,6235267,17
6629400,5430837,9
6483350,5746750,1
8255000,5746750,1
7310438,5334000,1
7369175,5746750,1
228600,2646363,1
228600,1874838,1
228600,2389188,1
228600,2132013,1
333375,2903538,1
228600,1617662,1
2651125,3089275,1
1489075,3089275,1
536575,1528762,1
358775,3089275,1
174945,6442595,1
2451100,5689600,1
1216025,5689600,1
2330450,1012825,9
1447800,1012825,9
2651125,957262,1
1768475,957262,1
174943,27536,1
6191250,2109788,9
6629400,2763838,9
7310438,2667000,1
8255000,3079750,1
7369175,3079750,1
6483350,3079750,1
3238500,2109788,9
3676650,1733550,9
5260975,3079750,1
4181475,1641475,1
4375150,3079750,1
3530600,3079750,1
1771270,4500276,17
1771270,5049382,17
2420558,4500276,17
2420558,5049382,17
1121982,4500276,17
1121982,5049382,17
4578350,5348287,1
3182938,5272087,1
3182938,4610100,1
5683250,4686300,1
3182938,4024312,1
4398962,4024312,1
4421187,4686300,1
5387975,4024312,1
6402387,296863,1
7675563,296863,1
6642100,295275,1
7915275,295275,1
5322832,3888223,9
5111750,4303712,17
5195887,4571255,9
5000626,4979987,17
5445125,5202947,9
5249862,5659437,17
5121607,5867541,17
8612413,159496,13
