0,0,1
174945,1044575,1
4096520,2197100,1
174943,2197100,1
174943,2197100,17
4096520,2197100,17
174945,1044575,17
174945,6109279,17
241210,1312632,25
241210,2478864,25
4189674,2478864,25
241210,4311987,1
241210,4272255,9
241210,4664412,9
2520220,5083175,1
609600,237215,1
174945,6578600,1
774700,4813301,24-5
1262062,5567362,1
1252537,4683125,1
1219200,5083175,1
1317625,5797550,1
609600,4692650,1
1133475,4914900,1
4189674,4311987,1
4189674,4272255,9
4189674,4664412,9
5003800,4813301,24-5
5332412,4960937,1
5159375,5053012,1
5241925,5514975,1
5078412,5278437,1
5773737,5267325,1
4922837,5737225,1
6022975,5299075,1
4651375,4895850,1
4972050,4692650,1
4745037,5303837,1
7118059,5083175,1
174943,27536,1
174945,237215,1
