0,0,1
119064,230189,1
254002,895350,1
119062,6435725,1
336550,2414588,9
336550,3625850,9
336550,4654550,9
336550,5437187,9
352427,1357315,1
352427,2482851,1
352427,3687764,1
352427,4714875,1
352427,5468939,1
1487487,1924051,1
1487487,2248654,1
1510829,2050459,1
1495269,2028611,1
1495269,2225245,1
1873403,2050459,1
1857842,2028611,1
1857842,2225245,1
1692893,2050459,1
1677333,2028611,1
1677333,2225245,1
1487487,3094038,1
1487487,3418640,1
1510829,3220446,1
1495269,3198597,1
1495269,3395231,1
1873403,3220446,1
1857842,3198597,1
1857842,3395231,1
1692893,3220446,1
1677333,3198597,1
1677333,3395231,1
1487487,4152900,1
1487487,4476105,1
1510829,4278762,1
1495269,4257009,1
1495269,4452796,1
1873403,4278762,1
1857842,4257009,1
1857842,4452796,1
1692893,4278762,1
1677333,4257009,1
1677333,4452796,1
1487487,4881564,1
1487487,5204769,1
1510829,5007428,1
1495269,4985672,1
1495269,5181460,1
1873403,5007428,1
1857842,4985672,1
1857842,5181460,1
1692893,5007428,1
1677333,4985672,1
1677333,5181460,1
1487487,5700712,1
1487487,6023917,1
1510829,5826576,1
1495269,5804822,1
1495269,6000608,1
1873403,5826576,1
1857842,5804822,1
1857842,6000608,1
1692893,5826576,1
1677333,5804822,1
1677333,6000608,1
352425,1079500,1
352427,1295400,9
8251827,288927,13
2219326,1079500,17
2214563,1293812,9
2219326,1357312,25
2219326,2482851,25
2219326,3687764,25
2219326,4714875,25
2219326,5497514,25
