269,1,1
162243,882762,1
3361090,882762,1
6438367,882761,1
1003300,1955800,24-53
1038225,4716462,9
688975,4716462,9
249710,4622800,1
249710,3849687,1
249710,2908300,1
249710,2670175,1
249710,2198688,1
2324100,5105400,1
2576513,4778375,1
2533650,4578350,1
2538413,4235450,1
1779588,5105400,1
1938338,4764087,1
1895475,4464050,1
1938338,4135437,1
1938338,2006600,1
1133475,5105400,1
1300162,4721225,1
1257300,3849687,1
1300162,2935288,1
4318000,1955800,24-53
4410075,4716462,9
4038600,4716462,9
3598862,4622800,1
3598862,3679825,1
3598862,4197350,1
3598862,3921125,1
3598862,3254375,1
3598862,2763838,1
3598862,2134824,1
4689475,5062537,1
4805362,4735512,1
4762500,4335462,1
4805362,3921125,1
4762500,3678237,1
4767262,3349625,1
4762500,2763838,1
4762500,2134824,1
139816,6008506,17
5331576,1767046,17
162243,882762,1
5331576,2014235,9
5565030,2748395,13
5565030,3986138,13
5563437,3338667,13
5565030,3714574,13
254916,1040741,17
162245,1390210,17
3361090,882762,1
3503171,1040741,17
3417708,1390210,17
5952609,3870380,9
5952609,3552947,9
5952609,2903081,9
5952609,2307345,9
6215820,4414473,9
6228095,2903083,9
6215820,2307345,9
5952609,4395735,9
6433572,4751771,9
6433572,4035643,9
6433572,3066987,9
6433572,2370568,9
6433572,5213760,9
6228095,3552950,9
6228095,3861101,9
6438367,882762,1
6582309,1040741,17
6483244,1401769,25
6483244,2436279,25
5565345,4282590,1
5568189,4285698,1
5586960,4291912,5
5598335,4440420,5
5594774,4355613,1
6483244,3072982,25
5413085,3338667,13
6483244,4164003,25
6483244,4790123,25
5565345,2189895,1
5568189,2193002,1
5586960,2199216,5
5598335,2347726,5
5594774,2262919,1
6483244,5276453,25
174943,27536,1
174945,237215,17
174945,6587341,1
