174945,6588153,1
229375,1324602,25
174945,237215,1
174945,237215,1
316704,1827633,17
1413033,1782317,1
1399688,1578810,17
316704,1782317,1
316704,1394146,17
1463472,4019270,1
316703,4121241,17
7425780,1052344,1
7480175,1052344,1
7698291,1066914,1
7425914,780201,1
7698291,794771,1
2143842,1964850,1
2270842,1964850,1
4023369,1964850,1
4023369,1964850,1
5911622,1964850,1
5911622,1964850,1
7813395,1964850,1
7940395,1964850,1
2143842,4217460,1
2143842,4217460,1
5911622,4217460,1
6038622,4217460,1
7813395,4217460,1
7940395,4217460,1
4023369,4217460,1
4150369,4217460,1
3279214,1586963,17
5167469,1578810,17
7069242,1578810,17
1399688,2539576,25
3279214,2539576,25
5167469,2539576,25
7069242,2539576,25
1399688,4652088,25
3279214,4652088,25
5167469,4652088,25
7069242,4652088,25
