269,1,1
174945,995580,1
261584,1459130,17
174945,995580,17
5526473,402339,17
174945,237215,1
174943,27536,1
174945,6336307,17
6096000,1829017,9
5095875,2267167,9
5095875,1829017,9
6096000,2305267,9
6096000,1829017,9
5095875,1829017,9
4086225,2267167,9
4086225,1829017,9
3086100,2314792,9
4086225,1829017,9
3086100,1829017,9
3086100,1829017,9
2146300,1755991,24-52
2225675,1838542,9
2055813,1951254,9
7156450,1829017,9
7410450,1706779,1
1612900,3164104,1
1612900,2124292,1
6511925,4445217,1
6602413,1706779,1
5597525,1706779,1
1612900,1829017,1
5619750,4445217,1
4592637,1706779,1
3617912,4445217,1
3587750,1706779,1
2582863,1716304,1
4614862,4445217,1
2492375,4445217,1
2491634,4726911,1
3479853,4726911,1
4468071,4726911,1
6444505,4747548,1
527573,4861848,1
5456289,4726911,1
2491634,5196837,1
3479853,5196837,1
4468071,5196837,1
6444505,5196837,1
527573,5247611,1
5456289,5196837,1
2491634,5630831,1
3479853,5630831,1
4468071,5630831,1
6444505,5630831,1
527573,5573883,1
5456289,5630831,1
8612413,159496,13
