269,1,1
5003663,1595393,1
5010577,1587500,17
7350314,3662362,1
7318278,3793885,17
7350672,5199062,1
7389545,5318924,17
6210300,4143375,9
6210300,3105150,9
6467475,5768975,1
6613525,4987925,1
6613525,3725862,1
5572125,5768975,1
5718175,4792662,1
5718175,3530600,1
5057113,2181225,17
7681913,2905125,1
7681913,2628900,1
7951788,2903538,1
7951789,2627313,1
7174121,4416425,1
6471603,4389437,1
7316658,4148137,17
8087566,190360,1
8087566,190360,1
8087566,501136,1
121752,183003,1
121750,6477029,1
121750,6287230,17
134709,1587500,1
121752,1595437,5
214339,2173288,25
181681,1731963,17
174943,27536,1
