0,0,1
4897437,1476377,1
4897437,1476375,1
4947980,1546587,17
4897437,3689351,1
4897437,3689350,1
4947980,3759563,17
5168872,4094567,25
122237,820740,1
122237,820737,1
172780,890951,17
393672,1225955,25
119062,230188,1
3810000,1374775,1
3662362,1984375,1
3540125,2232025,1
3382962,2232025,1
3225800,2241550,1
3063875,2222500,1
2906713,2232025,1
2749550,2241550,1
2587625,2212975,1
2430463,2222500,1
2273300,2203450,1
2108200,1993900,1
1924050,2041525,1
1762125,2060575,1
1631950,1812925,1
1447800,1831975,1
1303337,2022475,1
1128712,2098675,1
998537,1946275,1
814387,2089150,1
655637,2041525,1
495300,2051050,1
322263,1993900,1
120650,1612900,1
122237,2636840,1
122237,2636838,1
172780,2707051,17
393672,3042055,25
3819525,3698875,1
3662362,3984625,1
3540125,4079875,1
3382962,4079875,1
3225800,4079875,1
3063875,4070350,1
2906713,4079875,1
2749550,4070350,1
2587625,4079875,1
2430463,4070350,1
2273300,4070350,1
2116138,4032250,1
1958975,4060825,1
1762125,4013200,1
1589087,3889375,1
1404937,3803650,1
1303337,3956050,1
1128712,3984625,1
954087,3946525,1
769937,3851275,1
657225,4003675,1
496887,3965575,1
338138,3965575,1
153987,3851275,1
122237,4456114,1
122237,4456112,1
172780,4526326,17
393672,4861330,25
3819525,5565775,1
3662362,5727700,1
3540125,5813425,1
3382962,5803900,1
3225800,5813425,1
3063875,5813425,1
2906713,5803900,1
2749550,5813425,1
2587625,5803900,1
2430463,5803900,1
2273300,5813425,1
2116138,5784850,1
1924050,5746750,1
1762125,5718175,1
1604962,5451475,1
1447800,5699125,1
1285875,5613400,1
1101725,5489575,1
996950,5641975,1
830262,5641975,1
657225,5641975,1
495300,5622925,1
322263,5613400,1
180975,5346700,1
8131175,2898775,1
7974013,2908300,1
7816850,2889250,1
7031038,2870200,1
6881813,2660650,1
6697663,2708275,1
6524625,2727325,1
6394450,2479675,1
6210300,2498725,1
6069012,2689225,1
5895975,2765425,1
5765800,2613025,1
5581650,2755900,1
5451475,2603500,1
5267325,2717800,1
5094287,2660650,1
4892675,2279650,1
7188200,2889250,1
7659688,2898775,1
7345363,2879725,1
7502525,2908300,1
8532813,2041525,1
8410575,2651125,1
8288338,2898775,1
5738812,4746625,1
5086350,4727575,1
4892675,4346575,1
5554662,4651375,1
5913437,4746625,1
5424487,4803775,1
5249862,4746625,1
8532813,4422775,1
7188200,5022850,1
7974013,5041900,1
8410575,4860925,1
7659688,5032375,1
7816850,5032375,1
8131175,5032375,1
8288338,5041900,1
7502525,5032375,1
6838950,4965700,1
7031038,5032375,1
6665913,4956175,1
6499225,4889500,1
6026150,4594225,1
7345363,5032375,1
6210300,4737100,1
6367462,4489450,1
4086157,3686130,1
113696,6063689,17
608784,6063689,17
1093924,6063689,17
1567231,6063689,17
2040539,6063689,17
2513845,6063689,17
2987152,6063689,17
3460462,6063689,17
4898738,5297487,17
5384598,5297487,17
5860508,5297487,17
6324584,5297487,17
6788662,5297487,17
7252738,5297487,17
7716815,5297487,17
8180895,5297487,17
119062,6435725,1
5428026,814961,1
5428026,814961,1
5428026,1211994,1
7806166,4091837,17
8296547,4091761,17
2964465,76573,17
3296634,65088,17
1600200,66675,1
114300,66675,1
381000,65088,1
1866900,65088,1
3098488,1192162,17
3588870,1192085,17
3098488,3009975,17
3588870,3009900,17
3098488,4803850,17
3588870,4803775,17
7806166,1835711,17
8296547,1835636,17
4169971,4000629,17
4086157,4662442,1
4169971,4894055,17
7550326,75172,17
7974740,76571,17
