119062,877887,1
3983037,877887,1
119062,877887,1
3983037,877887,1
188912,1255712,1
2009775,1255712,1
2009775,1458912,9
188912,1458912,9
188912,1495425,25
188912,1698625,25
188912,1903413,25
188912,2108200,25
188912,2312988,25
188912,2517775,25
188912,2720975,25
188912,2925763,25
188912,3130550,25
188912,3335337,25
188912,3708400,25
188912,3911600,25
188912,4116387,25
188912,4321175,25
188912,4525962,25
188912,4730750,25
188912,4933950,25
188912,5138737,25
188912,5343525,25
188912,5548312,25
188912,5753100,25
188912,5957887,25
2009775,1476375,25
2009775,1671638,25
2009775,1868488,25
2009775,2063750,25
2009775,2260600,25
2009775,2455863,25
2009775,2652713,25
2009775,2847975,25
2009775,3044825,25
2009775,3240088,25
2009775,3436937,25
2009775,3632200,25
2009775,4024312,25
2009775,4221162,25
2009775,4416425,25
2009775,4613275,25
2009775,4976812,25
2009775,5957887,25
3765550,3548062,1
3890962,3592512,9
3890169,3591717,9
4314825,1223962,1
6372225,1223962,1
4149725,3730625,1
5991225,3730625,1
5991225,5303837,25
2009775,5173662,25
2009775,5761037,25
2009775,5565775,25
2009775,5368925,25
2009775,3829050,25
188912,952500,1
4048125,952500,1
5861050,3984625,13
7469175,598487,1
7469175,598487,1
7469175,810853,1
119064,230188,17
