0,0,1
178106,1019175,1
2782794,1338262,1
392113,1714500,1
3141663,5618162,1
3813175,5618162,1
1793875,5618162,1
392113,4403725,1
2463800,5618162,1
6475412,5618162,1
528637,5618162,1
392113,2255838,1
5838825,5618162,1
392113,3328987,1
322263,1524000,1
392113,3870325,1
392113,5432425,1
392113,2789238,1
5160962,5618162,1
392113,4945062,1
4491037,5618162,1
490537,1609725,5
490537,5089525,5
490537,1666875,5
490537,5146675,5
490537,5089525,5
490537,1609725,5
1095375,5429250,5
1152525,5429250,5
1095375,5429250,5
3495675,2451100,9
3470275,2805113,9
5694362,3057525,9
4108450,2563813,9
3186113,2565400,9
2163763,4092575,9
4068762,2581275,9
5295900,2790825,9
4340225,2600325,9
6489700,3527425,9
3767137,3022600,9
4687887,2805113,9
6573838,3651250,9
5048250,2806700,9
4772025,2209800,9
4600575,2954338,1
5389562,4281487,1
6137275,5856287,1
2295525,3200400,1
322263,1082675,1
5092700,2379663,1
4410075,2586038,1
3414712,4281487,1
6100762,3368675,1
2960688,2762250,1
5106987,4997450,1
4479925,2214563,1
2984500,2922588,1
3903662,1889125,1
3544887,3332162,1
3779837,2781300,1
1685925,4876800,1
3362325,2655888,1
1060450,4024312,1
5865812,2160588,1
2787650,4159250,1
1554162,5241925,1
898525,2500313,1
2405063,5232400,1
5943600,3533775,1
4706937,2757488,1
6196012,3713162,1
3830637,4038600,1
2943225,2454275,1
2608263,2573338,1
5749925,2800350,1
3635375,2520950,1
4367212,2755900,1
3335337,1766888,1
1562100,2301875,1
3903662,2247900,1
5203825,2840038,1
3324225,4876800,1
1104900,4291012,1
4494212,4027487,1
6032500,4048125,1
1136650,2727325,1
1717675,3952875,1
1449387,3321050,1
3603625,3068638,1
5032375,2708275,1
3903662,1516062,1
2908300,1644650,1
3281362,5241925,1
4470400,3332162,1
5289550,3321050,1
6057900,3068638,1
2943225,3086100,1
4162425,2447925,1
5562600,3916362,1
3979862,3679825,1
5289550,3557587,1
4170362,4997450,1
3200400,3811587,1
3167063,2247900,1
5184775,3090863,1
5322887,2135188,1
4543425,1889125,1
4224337,3086100,1
3979862,5170487,1
631692,1339850,17
5235506,1350962,17
5398482,5300662,17
174945,6591234,1
6869111,1438275,1
6946926,1530350,25
2759280,1317625,9
567618,2889075,9
174945,237215,1
174945,6081367,17
