135732,230188,1
119062,6442674,1
135732,868714,1
1998160,1557153,1
1998160,2872164,1
1998160,4680785,1
1998160,2399349,1
290425,1061590,1
290425,1208785,1
2511967,2808916,1
451944,4736279,17
451944,2629019,17
317398,4656059,1
325151,4663218,1
317398,2491488,1
330486,2498643,1
2479088,1454718,1
2507422,1463254,1
2479088,2296914,1
2507422,2305449,1
2479088,3983833,1
2507422,3993863,1
2479088,4578351,1
2507422,4586887,1
2479088,3107518,1
2507422,3116053,1
5402040,1420685,9
5402040,1676331,9
3160004,2267925,17
3160004,3954845,17
3160004,4483649,17
3160004,3078528,17
3160004,1425730,17
5402040,1061590,1
5402040,1208785,1
5402040,1464526,25
5402040,1720170,25
5402040,1245423,25
5402040,1939271,25
5402040,2158375,25
5402040,2377476,25
5402040,3851237,25
5402040,4162006,25
5402040,4744229,25
5402040,4488584,25
5402040,4963326,25
5402040,2777698,25
5402040,3078528,25
5402040,3429055,25
290425,4431214,1
3107183,5261497,17
2479088,5243979,1
2690053,5261774,1
3107183,5645067,17
2479088,5627547,1
2736706,5637371,1
2591454,2120640,9
5402040,1906072,9
2905503,2740161,9
2591454,3779582,9
5402040,2365298,9
5402040,3030391,9
5402040,3341377,9
5402040,4071794,9
2591454,5211045,9
2591454,5539037,9
1998160,5148700,1
1998160,5148700,1
