174945,237215,1
6634728,1081398,1
6873430,1086750,17
174945,1344743,1
225874,4239747,1
258604,3019126,9
258604,4183415,9
258604,1643877,17
6406127,1870730,9
6406127,1651991,17
3200830,1643877,17
3200830,1870730,9
6406127,1936845,1
6458646,2040495,1
6406127,1936845,25
3200830,1948700,25
3200830,1936845,1
3254223,1989651,5
3200830,2322683,1
3254223,2375487,5
258604,1936845,17
6406127,3101133,25
6406127,3101133,1
6458646,3203331,1
3200830,3101133,25
3200830,3101133,1
3254223,3153939,5
258604,3101133,17
6406127,4266898,25
6406127,4265421,1
6458646,4367617,1
3200830,4266898,25
3200830,4842378,1
3254223,4895184,5
3200830,4265421,1
3254223,4318225,5
3208790,5344395,1
3262200,5386309,5
258604,4265421,17
