0,0,1
0,0,1
139700,2976563,9
139700,4033837,9
139700,5138737,9
138112,4064000,1
119062,230188,1
119062,6435725,1
2474913,4914900,9
2255838,2733675,9
2373313,2676525,9
2592388,4857750,9
2370138,3829050,9
2478088,3771900,9
2398713,3408362,1
2084388,2838450,1
2617788,5589587,1
2303463,5019675,1
2503488,4498975,1
2193925,3933825,1
4079875,2733675,9
4273550,2676525,9
4451350,4914900,9
4521200,4857750,9
4270375,3829050,9
4454525,3771900,9
3897312,2838450,1
4256087,5019675,1
4132262,3933825,1
2032000,1766888,1
2032000,1382712,1
3906837,1766888,1
3906837,1382712,1
5345112,1766888,1
5345112,1382712,1
284163,2006600,1
184150,1906588,1
284163,3101975,1
184150,3009900,1
284163,4191000,1
184150,4084637,1
5918200,2733675,9
6083300,2676525,9
6232525,4914900,9
6388100,4857750,9
6080125,4046537,9
6235700,3989387,9
6083300,3889375,9
6108700,3408362,1
5770562,2838450,1
6413500,5589587,1
6080125,5019675,1
6261100,4498975,1
5927725,3748087,1
5946775,2312988,1
119062,850900,17
7308752,1143000,1
7308752,1143000,1
7308752,1355366,1
284163,5289550,1
184150,5187950,1
3068638,2274888,1
5876925,841374,1
6180137,855662,1
4672012,841375,1
5111751,841375,1
3068638,3370262,1
3068638,4452937,1
3068638,5573712,1
6869113,1768475,1
6869113,1566862,1
6858000,1831975,25
6858000,3025775,25
6858000,4106862,25
6858000,5207000,25
