174945,237215,1
174945,6600669,1
174943,27536,1
8640764,145920,13
218480,1072460,1
1410429,2586236,9
1410429,3408119,9
1410429,1125115,17
1410429,1580138,9
1410429,1322393,9
1743785,4531204,9
1549044,5312800,17
3006069,4489439,9
3006069,5498251,9
2163690,1362225,17
1410429,1362225,17
3006067,1373639,17
271867,4531204,1
3006067,4531204,25
271867,5540016,1
3006067,5540016,25
271867,3448322,1
1549044,3448322,17
3006067,3448322,25
271867,1619190,1
1614767,1619190,17
2412584,1619190,17
3006067,1619190,25
271867,2626441,1
3006067,2626441,25
1614767,2626441,17
2412584,2626441,17
2541603,3448322,9
2457468,4771020,17
1410429,4489439,9
